4.383988751455319743e+00,1.647968724623444814e+01,2.897420569357542774e+01,1.198077619931483717e+01,3.163222934953903831e+01,1.477165951480606587e+01,1.849633088938421110e+01,8.809959158788792877e+00,1.509166243789860218e+01,6.572426144433273976e+01,4.530755019169724562e+01,4.876503584640427391e+01,4.337161270282819281e+00,9.905551015214751231e+00,1.545218877170355931e+01
4.259125143491081289e+00,1.776833408069738596e+01,2.942761000219872614e+01,1.638103969099699597e+01,1.502445716140259258e+01,1.175186756446269598e+01,1.771164310529357877e+01,6.752680418446053601e+00,1.660601007601784573e+01,5.366065242859626494e+01,3.083840852318572345e+01,5.444829853879646464e+01,4.018144484227144986e+00,1.257525716733053045e+01,1.496432400167990728e+01
4.341483528384114443e+00,1.680925044512693489e+01,2.877940498268640823e+01,1.299246028986628509e+01,2.253619551880361982e+01,1.348256729354430661e+01,1.799952962071786544e+01,7.771192548379788789e+00,1.397281995416492251e+01,6.117767107992132480e+01,4.093618196806032472e+01,4.529360996700851416e+01,4.168944349451848552e+00,9.579153541628103952e+00,1.281796616558863278e+01
4.270516189082276703e+00,1.658119365159186742e+01,2.845777172618497630e+01,1.216180948771832249e+01,3.067133216752144875e+01,1.282505821117027978e+01,1.833384002979635596e+01,8.890071466435362169e+00,1.478602012730678439e+01,5.783225234076498111e+01,3.926747630603190231e+01,4.629561931492034432e+01,4.228773310754233350e+00,9.224897850669504962e+00,1.519925256458550855e+01
4.398921621374526580e+00,1.857748792977062990e+01,2.917284970361504293e+01,1.337563872367104523e+01,2.249288726995814258e+01,1.246428480838104313e+01,1.801885691504527287e+01,7.762277238460884909e+00,1.512975231994710157e+01,5.580264841434357237e+01,3.601812921652650346e+01,4.870602542771275978e+01,4.352386351706185152e+00,1.189008446114869066e+01,1.540239905670123299e+01
4.406976906852055009e+00,1.597427169711638939e+01,2.937797406866108929e+01,1.402654426104252394e+01,2.415848996741037169e+01,1.454435695991708144e+01,1.794556816229195206e+01,7.877438957833948763e+00,1.463855291646858348e+01,6.386669455906346116e+01,4.306759628731851564e+01,4.457224279505265940e+01,4.323946948895049047e+00,1.182546285396508701e+01,1.636727080496642017e+01
4.403384945926565486e+00,1.769931494076272571e+01,3.003952653898612724e+01,1.343147358404970504e+01,2.675194580209366890e+01,1.251633067252626752e+01,1.865967390486245137e+01,8.356869290911506098e+00,1.526472972567868780e+01,5.813784921150926266e+01,4.113080819123619847e+01,3.896115366553009096e+01,4.449339881709524214e+00,1.022129085854526664e+01,1.503739873284813022e+01
4.408186697530783960e+00,1.637908260559970586e+01,3.077882190224123349e+01,1.445715021124344268e+01,1.836538257025841148e+01,1.393361464689174412e+01,1.904108924917744616e+01,8.688552970339149084e+00,1.116290501904577859e+01,6.366877538023837246e+01,4.196046499611465208e+01,4.364581240141555440e+01,4.253990831567055153e+00,1.229898541754439023e+01,1.318285307748558566e+01
4.462570066557577597e+00,1.691407149115178044e+01,2.941296847874428266e+01,1.349989554709718398e+01,2.125798951841587581e+01,1.379734894973376491e+01,1.774014139908572574e+01,8.511615274530448971e+00,1.137968031085098275e+01,6.111993786620939773e+01,4.314856350593707646e+01,3.924598861505382530e+01,4.105895716665583173e+00,1.135980294268927615e+01,1.358177236490883999e+01
4.246456457205537660e+00,1.684448157289984138e+01,2.827755913466869941e+01,1.255459879229086440e+01,2.738204554544950398e+01,1.441169371977541225e+01,1.826623013945089369e+01,7.614754413302089908e+00,1.272718965560307325e+01,6.395739140899901543e+01,4.033613786905440435e+01,4.342946273203055796e+01,4.458547690589518275e+00,1.129378180311638680e+01,1.503576470161135603e+01
